Time	27mer/Total	28mer/Total
0.0	150.0	0.0
0.0025	116.51239306865541	33.487606931344594
0.004	110.19308089957141	39.80691910042857
0.006	102.47858942065491	47.521410579345094
0.008	99.09777777777778	50.90222222222222
0.01	94.69655989122649	55.303440108773515
0.012	93.35470775476311	56.64529224523688
0.015	92.12246850582045	57.87753149417956
